interaction_id,customer_id,product_id,interaction_type,interaction_score,rating,quantity,timestamp
INT0014139,CUST00701,PROD00221,view,0.05,,1,2026-07-27
INT0014140,CUST00701,PROD00072,view,0.134,,1,2026-03-14
INT0014141,CUST00701,PROD00053,purchase,0.913,,1,2025-04-26
INT0014142,CUST00702,PROD00207,view,0.139,,1,2026-06-04
INT0014143,CUST00702,PROD00245,purchase,0.961,,1,2025-09-24
INT0014144,CUST00702,PROD00052,purchase,0.909,,1,2025-03-04
INT0014145,CUST00702,PROD00074,purchase,1.0,,1,2025-01-29
INT0014146,CUST00702,PROD00219,cart,0.563,,1,2025-07-03
INT0014147,CUST00702,PROD00026,purchase,1.0,,2,2025-03-04
INT0014148,CUST00702,PROD00163,purchase,0.977,,1,2026-06-21
INT0014149,CUST00702,PROD00002,cart,0.678,,1,2026-03-07
INT0014150,CUST00702,PROD00063,view,0.141,,1,2025-06-12
INT0014151,CUST00702,PROD00118,purchase,0.936,,2,2026-01-12
INT0014152,CUST00702,PROD00147,cart,0.584,,1,2026-04-22
INT0014153,CUST00702,PROD00026,purchase,1.0,,2,2025-02-28
INT0014154,CUST00702,PROD00137,rating,0.719,4.0,1,2026-04-08
INT0014155,CUST00702,PROD00172,purchase,1.0,,2,2025-11-28
INT0014156,CUST00702,PROD00104,purchase,0.892,,1,2025-12-12
INT0014157,CUST00702,PROD00082,view,0.078,,1,2025-01-07
INT0014158,CUST00702,PROD00042,purchase,1.0,,1,2026-03-14
INT0014159,CUST00702,PROD00141,view,0.056,,1,2025-07-25
INT0014160,CUST00702,PROD00018,view,0.13,,1,2026-05-18
INT0014161,CUST00702,PROD00086,wishlist,0.388,,1,2026-01-28
INT0014162,CUST00703,PROD00225,purchase,0.952,,1,2025-06-12
INT0014163,CUST00703,PROD00193,rating,0.836,4.0,1,2026-01-21
INT0014164,CUST00703,PROD00015,view,0.126,,1,2025-05-23
INT0014165,CUST00703,PROD00027,rating,0.852,3.0,1,2025-03-26
INT0014166,CUST00703,PROD00199,view,0.08,,1,2026-06-06
INT0014167,CUST00703,PROD00101,view,0.112,,1,2025-01-03
INT0014168,CUST00703,PROD00133,view,0.059,,1,2025-10-17
INT0014169,CUST00703,PROD00039,purchase,1.0,,1,2026-05-24
INT0014170,CUST00703,PROD00201,view,0.101,,1,2026-02-07
INT0014171,CUST00703,PROD00160,view,0.05,,1,2026-01-02
INT0014172,CUST00703,PROD00089,view,0.093,,1,2025-11-21
INT0014173,CUST00703,PROD00133,view,0.082,,1,2025-05-27
INT0014174,CUST00703,PROD00046,view,0.12,,1,2026-04-03
INT0014175,CUST00703,PROD00198,view,0.07,,1,2025-08-13
INT0014176,CUST00703,PROD00131,rating,0.845,3.0,1,2025-12-05
INT0014177,CUST00703,PROD00164,rating,0.766,2.0,1,2025-11-22
INT0014178,CUST00703,PROD00014,purchase,1.0,,2,2025-03-22
INT0014179,CUST00703,PROD00008,purchase,0.948,,1,2025-05-14
INT0014180,CUST00703,PROD00153,view,0.056,,1,2025-01-08
INT0014181,CUST00703,PROD00224,purchase,1.0,,1,2025-11-12
INT0014182,CUST00703,PROD00014,cart,0.728,,1,2026-01-07
INT0014183,CUST00703,PROD00169,purchase,0.918,,2,2025-12-08
INT0014184,CUST00703,PROD00117,wishlist,0.395,,1,2026-07-25
INT0014185,CUST00703,PROD00040,purchase,1.0,,1,2025-03-29
INT0014186,CUST00703,PROD00089,cart,0.66,,1,2025-05-28
INT0014187,CUST00703,PROD00106,purchase,1.0,,1,2025-09-15
INT0014188,CUST00703,PROD00235,wishlist,0.331,,1,2025-12-18
INT0014189,CUST00703,PROD00033,view,0.128,,1,2026-05-18
INT0014190,CUST00703,PROD00084,purchase,1.0,,1,2025-01-09
INT0014191,CUST00703,PROD00133,view,0.147,,1,2026-05-13
INT0014192,CUST00703,PROD00230,view,0.102,,1,2025-07-15
INT0014193,CUST00703,PROD00235,view,0.147,,1,2025-08-17
INT0014194,CUST00703,PROD00155,cart,0.682,,1,2025-10-09
INT0014195,CUST00703,PROD00106,rating,0.854,4.0,1,2025-01-19
INT0014196,CUST00703,PROD00171,rating,0.725,4.0,1,2025-10-09
INT0014197,CUST00704,PROD00206,view,0.142,,1,2026-05-13
INT0014198,CUST00704,PROD00137,view,0.098,,1,2026-07-20
INT0014199,CUST00704,PROD00137,purchase,1.0,,1,2025-06-15
INT0014200,CUST00704,PROD00027,view,0.057,,1,2026-02-11
INT0014201,CUST00704,PROD00101,view,0.102,,1,2025-10-08
INT0014202,CUST00704,PROD00225,view,0.074,,1,2025-12-20
INT0014203,CUST00704,PROD00040,rating,0.779,5.0,1,2026-03-26
INT0014204,CUST00704,PROD00019,view,0.139,,1,2026-07-02
INT0014205,CUST00704,PROD00221,view,0.055,,1,2026-01-24
INT0014206,CUST00704,PROD00213,cart,0.514,,1,2025-10-02
INT0014207,CUST00704,PROD00005,purchase,0.896,,1,2025-08-26
INT0014208,CUST00704,PROD00023,wishlist,0.378,,1,2026-07-31
INT0014209,CUST00704,PROD00033,cart,0.68,,1,2025-11-22
INT0014210,CUST00704,PROD00118,purchase,1.0,,1,2025-01-21
INT0014211,CUST00704,PROD00133,rating,0.797,4.0,1,2025-05-06
INT0014212,CUST00704,PROD00027,view,0.088,,1,2025-02-25
INT0014213,CUST00704,PROD00049,cart,0.669,,1,2025-07-31
INT0014214,CUST00704,PROD00044,view,0.099,,1,2025-06-26
INT0014215,CUST00704,PROD00233,purchase,0.851,,1,2026-03-13
INT0014216,CUST00704,PROD00032,view,0.05,,1,2025-10-11
INT0014217,CUST00704,PROD00164,purchase,0.958,,1,2025-04-16
INT0014218,CUST00704,PROD00177,view,0.071,,1,2025-09-19
INT0014219,CUST00704,PROD00024,purchase,1.0,,1,2025-01-03
INT0014220,CUST00704,PROD00198,cart,0.648,,1,2025-05-05
INT0014221,CUST00704,PROD00036,cart,0.527,,1,2025-02-19
INT0014222,CUST00704,PROD00070,view,0.114,,1,2026-04-23
INT0014223,CUST00704,PROD00220,purchase,1.0,,1,2025-08-14
INT0014224,CUST00705,PROD00193,rating,0.782,5.0,1,2025-12-21
INT0014225,CUST00705,PROD00004,view,0.102,,1,2026-06-07
INT0014226,CUST00705,PROD00081,purchase,1.0,,1,2025-11-08
INT0014227,CUST00705,PROD00100,purchase,0.898,,1,2025-04-13
INT0014228,CUST00705,PROD00043,view,0.132,,1,2025-06-22
INT0014229,CUST00705,PROD00225,rating,0.882,3.0,1,2026-02-12
INT0014230,CUST00705,PROD00231,purchase,0.891,,1,2026-04-19
INT0014231,CUST00705,PROD00240,view,0.058,,1,2026-06-13
INT0014232,CUST00705,PROD00092,wishlist,0.299,,1,2025-04-16
INT0014233,CUST00705,PROD00105,rating,0.719,3.0,1,2025-12-08
INT0014234,CUST00705,PROD00105,view,0.144,,1,2026-07-06
INT0014235,CUST00705,PROD00004,cart,0.623,,1,2025-12-26
INT0014236,CUST00705,PROD00015,view,0.106,,1,2025-11-12
INT0014237,CUST00705,PROD00006,purchase,0.942,,1,2026-06-19
INT0014238,CUST00706,PROD00022,view,0.105,,1,2025-07-18
INT0014239,CUST00706,PROD00062,rating,0.792,4.0,1,2025-07-22
INT0014240,CUST00706,PROD00175,view,0.153,,1,2026-02-22
INT0014241,CUST00706,PROD00068,purchase,0.989,,1,2026-03-14
INT0014242,CUST00706,PROD00001,wishlist,0.312,,1,2025-12-18
INT0014243,CUST00706,PROD00141,purchase,0.957,,1,2025-10-19
INT0014244,CUST00706,PROD00104,purchase,0.898,,1,2026-06-30
INT0014245,CUST00706,PROD00124,purchase,1.0,,1,2026-03-28
INT0014246,CUST00706,PROD00222,wishlist,0.376,,1,2025-02-17
INT0014247,CUST00706,PROD00148,purchase,1.0,,1,2026-07-09
INT0014248,CUST00706,PROD00172,purchase,0.914,,3,2025-06-10
INT0014249,CUST00706,PROD00122,view,0.077,,1,2025-03-16
INT0014250,CUST00706,PROD00052,purchase,1.0,,1,2026-03-31
INT0014251,CUST00706,PROD00022,purchase,1.0,,2,2025-06-13
INT0014252,CUST00706,PROD00246,view,0.11,,1,2025-07-25
INT0014253,CUST00706,PROD00038,purchase,0.936,,2,2026-05-12
INT0014254,CUST00706,PROD00205,purchase,1.0,,1,2026-01-31
INT0014255,CUST00706,PROD00179,wishlist,0.289,,1,2025-10-12
INT0014256,CUST00706,PROD00249,purchase,1.0,,1,2026-03-23
INT0014257,CUST00706,PROD00097,purchase,1.0,,1,2025-10-10
INT0014258,CUST00706,PROD00165,rating,0.9,5.0,1,2025-06-05
INT0014259,CUST00706,PROD00108,wishlist,0.437,,1,2026-07-27
INT0014260,CUST00706,PROD00124,purchase,1.0,,1,2025-09-28
INT0014261,CUST00706,PROD00016,view,0.113,,1,2026-04-13
INT0014262,CUST00706,PROD00165,view,0.136,,1,2025-05-11
INT0014263,CUST00706,PROD00157,cart,0.579,,1,2025-05-09
INT0014264,CUST00707,PROD00126,cart,0.518,,1,2025-02-02
INT0014265,CUST00707,PROD00015,cart,0.593,,1,2026-03-06
INT0014266,CUST00707,PROD00109,view,0.122,,1,2025-04-12
INT0014267,CUST00707,PROD00164,rating,0.962,5.0,1,2025-08-22
INT0014268,CUST00707,PROD00092,wishlist,0.349,,1,2025-05-11
INT0014269,CUST00707,PROD00132,rating,0.813,4.0,1,2025-05-01
INT0014270,CUST00707,PROD00121,cart,0.564,,1,2025-12-18
INT0014271,CUST00707,PROD00123,cart,0.546,,1,2025-04-18
INT0014272,CUST00707,PROD00155,purchase,1.0,,1,2025-07-26
INT0014273,CUST00707,PROD00119,view,0.135,,1,2025-05-03
INT0014274,CUST00707,PROD00250,rating,0.68,4.0,1,2026-04-28
INT0014275,CUST00707,PROD00135,view,0.141,,1,2026-04-25
INT0014276,CUST00707,PROD00134,view,0.098,,1,2025-11-09
INT0014277,CUST00708,PROD00185,view,0.054,,1,2025-05-06
INT0014278,CUST00708,PROD00019,view,0.149,,1,2025-08-21
INT0014279,CUST00708,PROD00058,cart,0.641,,1,2025-10-24
INT0014280,CUST00708,PROD00214,view,0.098,,1,2025-07-12
INT0014281,CUST00708,PROD00093,view,0.063,,1,2025-11-15
INT0014282,CUST00708,PROD00015,wishlist,0.431,,1,2025-03-21
INT0014283,CUST00708,PROD00189,cart,0.701,,1,2025-02-05
INT0014284,CUST00708,PROD00175,purchase,0.976,,1,2025-09-15
INT0014285,CUST00708,PROD00207,view,0.124,,1,2025-02-02
INT0014286,CUST00708,PROD00151,view,0.07,,1,2025-10-02
INT0014287,CUST00708,PROD00195,purchase,1.0,,1,2025-01-09
INT0014288,CUST00708,PROD00140,view,0.088,,1,2026-04-22
INT0014289,CUST00708,PROD00018,view,0.138,,1,2026-03-16
INT0014290,CUST00708,PROD00056,wishlist,0.4,,1,2025-07-23
INT0014291,CUST00708,PROD00096,purchase,0.914,,1,2025-04-19
INT0014292,CUST00708,PROD00103,cart,0.604,,1,2025-10-27
INT0014293,CUST00708,PROD00031,view,0.086,,1,2026-01-12
INT0014294,CUST00708,PROD00025,view,0.091,,1,2026-01-13
INT0014295,CUST00708,PROD00208,cart,0.57,,1,2025-08-25
INT0014296,CUST00708,PROD00099,purchase,1.0,,1,2026-05-12
INT0014297,CUST00708,PROD00077,view,0.078,,1,2025-07-22
INT0014298,CUST00708,PROD00073,rating,0.747,5.0,1,2025-08-31
INT0014299,CUST00708,PROD00025,wishlist,0.372,,1,2026-02-16
INT0014300,CUST00708,PROD00226,cart,0.564,,1,2025-11-10
INT0014301,CUST00708,PROD00149,view,0.104,,1,2025-02-27
INT0014302,CUST00708,PROD00015,rating,0.901,5.0,1,2026-01-12
INT0014303,CUST00708,PROD00192,cart,0.699,,1,2025-11-17
INT0014304,CUST00708,PROD00235,view,0.05,,1,2025-08-17
INT0014305,CUST00708,PROD00238,view,0.082,,1,2026-05-22
INT0014306,CUST00708,PROD00078,cart,0.583,,1,2025-12-19
INT0014307,CUST00709,PROD00095,purchase,1.0,,3,2026-04-04
INT0014308,CUST00709,PROD00054,view,0.135,,1,2025-02-28
INT0014309,CUST00709,PROD00193,view,0.106,,1,2025-08-11
INT0014310,CUST00709,PROD00162,view,0.09,,1,2026-03-23
INT0014311,CUST00709,PROD00189,purchase,0.937,,1,2026-07-11
INT0014312,CUST00709,PROD00045,view,0.101,,1,2025-03-21
INT0014313,CUST00709,PROD00112,purchase,1.0,,1,2026-01-01
INT0014314,CUST00709,PROD00229,view,0.14,,1,2025-08-21
INT0014315,CUST00709,PROD00003,purchase,1.0,,1,2025-07-28
INT0014316,CUST00709,PROD00181,view,0.14,,1,2025-10-09
INT0014317,CUST00709,PROD00161,view,0.081,,1,2026-04-07
INT0014318,CUST00709,PROD00180,view,0.098,,1,2025-01-21
INT0014319,CUST00709,PROD00168,purchase,1.0,,2,2025-03-20
INT0014320,CUST00709,PROD00047,view,0.086,,1,2025-08-08
INT0014321,CUST00709,PROD00111,purchase,1.0,,1,2025-11-23
INT0014322,CUST00709,PROD00032,cart,0.646,,1,2025-05-12
INT0014323,CUST00709,PROD00047,rating,0.686,4.0,1,2026-01-31
INT0014324,CUST00709,PROD00027,purchase,0.955,,2,2025-03-30
INT0014325,CUST00709,PROD00184,view,0.058,,1,2026-05-04
INT0014326,CUST00709,PROD00132,rating,0.777,4.0,1,2025-06-12
INT0014327,CUST00710,PROD00054,rating,0.77,4.0,1,2025-12-05
INT0014328,CUST00710,PROD00241,purchase,0.829,,1,2026-07-18
INT0014329,CUST00710,PROD00233,view,0.073,,1,2025-01-21
INT0014330,CUST00710,PROD00216,cart,0.66,,1,2026-03-22
INT0014331,CUST00710,PROD00035,rating,0.917,4.0,1,2025-09-24
INT0014332,CUST00710,PROD00015,rating,0.87,5.0,1,2025-02-14
INT0014333,CUST00710,PROD00061,purchase,0.982,,1,2025-07-29
INT0014334,CUST00710,PROD00051,view,0.124,,1,2025-12-17
INT0014335,CUST00710,PROD00038,purchase,1.0,,1,2025-09-08
INT0014336,CUST00710,PROD00242,view,0.099,,1,2026-07-06
INT0014337,CUST00710,PROD00130,purchase,1.0,,1,2025-06-20
INT0014338,CUST00710,PROD00184,wishlist,0.317,,1,2025-03-02
INT0014339,CUST00710,PROD00220,view,0.087,,1,2026-03-09
INT0014340,CUST00710,PROD00130,wishlist,0.354,,1,2025-08-08
INT0014341,CUST00710,PROD00155,view,0.065,,1,2025-04-30
INT0014342,CUST00710,PROD00211,wishlist,0.364,,1,2025-07-15
INT0014343,CUST00710,PROD00182,view,0.077,,1,2025-03-14
INT0014344,CUST00710,PROD00035,rating,0.924,3.0,1,2026-02-09
INT0014345,CUST00710,PROD00192,purchase,1.0,,1,2025-09-15
INT0014346,CUST00710,PROD00213,purchase,1.0,,1,2026-05-30
INT0014347,CUST00710,PROD00099,cart,0.647,,1,2025-01-08
INT0014348,CUST00710,PROD00099,view,0.145,,1,2026-04-17
INT0014349,CUST00710,PROD00201,purchase,0.935,,2,2025-10-12
INT0014350,CUST00712,PROD00012,view,0.12,,1,2025-10-24
INT0014351,CUST00712,PROD00119,view,0.084,,1,2025-08-18
INT0014352,CUST00712,PROD00228,view,0.079,,1,2025-07-28
INT0014353,CUST00712,PROD00181,rating,0.981,5.0,1,2026-06-08
INT0014354,CUST00712,PROD00097,purchase,0.911,,1,2026-03-16
INT0014355,CUST00712,PROD00004,purchase,1.0,,2,2025-07-29
INT0014356,CUST00712,PROD00179,purchase,1.0,,1,2025-02-01
INT0014357,CUST00712,PROD00005,view,0.07,,1,2026-01-18
INT0014358,CUST00712,PROD00216,view,0.116,,1,2026-01-14
INT0014359,CUST00712,PROD00245,purchase,1.0,,1,2025-08-08
INT0014360,CUST00712,PROD00076,cart,0.691,,1,2025-11-18
INT0014361,CUST00712,PROD00164,cart,0.575,,1,2025-01-10
INT0014362,CUST00712,PROD00090,view,0.089,,1,2025-11-17
INT0014363,CUST00712,PROD00031,cart,0.743,,1,2025-11-10
INT0014364,CUST00712,PROD00213,view,0.106,,1,2026-07-09
INT0014365,CUST00712,PROD00145,purchase,0.893,,1,2025-10-12
INT0014366,CUST00712,PROD00123,wishlist,0.31,,1,2025-03-29
INT0014367,CUST00712,PROD00150,wishlist,0.357,,1,2025-02-18
INT0014368,CUST00712,PROD00005,cart,0.652,,1,2026-02-13
INT0014369,CUST00712,PROD00085,purchase,0.822,,1,2025-09-12
INT0014370,CUST00712,PROD00088,purchase,0.981,,1,2026-03-14
INT0014371,CUST00712,PROD00151,purchase,0.921,,1,2025-02-10
INT0014372,CUST00712,PROD00189,view,0.123,,1,2025-08-19
INT0014373,CUST00712,PROD00092,rating,0.715,3.0,1,2026-01-03
INT0014374,CUST00712,PROD00019,purchase,1.0,,2,2026-01-15
INT0014375,CUST00712,PROD00140,purchase,1.0,,1,2026-05-27
INT0014376,CUST00712,PROD00167,view,0.077,,1,2025-08-26
INT0014377,CUST00712,PROD00075,rating,0.748,4.0,1,2026-05-19
INT0014378,CUST00712,PROD00148,view,0.058,,1,2025-08-15
INT0014379,CUST00712,PROD00104,view,0.051,,1,2026-07-03
INT0014380,CUST00712,PROD00233,cart,0.535,,1,2025-05-31
INT0014381,CUST00713,PROD00117,cart,0.609,,1,2025-02-10
INT0014382,CUST00713,PROD00187,wishlist,0.369,,1,2026-07-27
INT0014383,CUST00713,PROD00119,view,0.086,,1,2026-07-14
INT0014384,CUST00713,PROD00241,purchase,1.0,,1,2025-07-08
INT0014385,CUST00713,PROD00149,purchase,0.99,,1,2026-02-12
INT0014386,CUST00713,PROD00141,view,0.097,,1,2025-03-25
INT0014387,CUST00713,PROD00145,wishlist,0.402,,1,2025-06-24
INT0014388,CUST00713,PROD00026,wishlist,0.39,,1,2026-05-16
INT0014389,CUST00713,PROD00163,view,0.09,,1,2025-07-31
INT0014390,CUST00713,PROD00024,view,0.128,,1,2026-07-28
INT0014391,CUST00713,PROD00180,purchase,1.0,,1,2025-08-15
INT0014392,CUST00713,PROD00026,purchase,1.0,,1,2026-07-04
INT0014393,CUST00713,PROD00168,purchase,0.954,,1,2026-03-25
INT0014394,CUST00713,PROD00117,wishlist,0.321,,1,2025-01-21
INT0014395,CUST00713,PROD00172,view,0.124,,1,2025-08-10
INT0014396,CUST00714,PROD00154,wishlist,0.383,,1,2025-08-29
INT0014397,CUST00714,PROD00197,view,0.079,,1,2026-03-12
INT0014398,CUST00714,PROD00040,view,0.062,,1,2026-07-04
INT0014399,CUST00714,PROD00016,view,0.084,,1,2025-06-14
INT0014400,CUST00714,PROD00238,view,0.071,,1,2025-12-05
INT0014401,CUST00714,PROD00236,rating,0.912,4.0,1,2026-05-19
INT0014402,CUST00714,PROD00032,cart,0.584,,1,2025-09-01
INT0014403,CUST00714,PROD00193,purchase,0.869,,1,2026-01-03
INT0014404,CUST00714,PROD00005,cart,0.649,,1,2026-02-24
INT0014405,CUST00714,PROD00043,view,0.15,,1,2025-12-07
INT0014406,CUST00714,PROD00187,view,0.139,,1,2026-06-14
INT0014407,CUST00714,PROD00231,purchase,1.0,,2,2025-03-10
INT0014408,CUST00714,PROD00018,view,0.122,,1,2026-04-15
INT0014409,CUST00714,PROD00081,wishlist,0.375,,1,2026-04-11
INT0014410,CUST00715,PROD00114,view,0.096,,1,2025-04-16
INT0014411,CUST00715,PROD00244,view,0.112,,1,2025-12-16
INT0014412,CUST00715,PROD00102,rating,0.716,4.0,1,2026-01-31
INT0014413,CUST00715,PROD00204,cart,0.61,,1,2026-02-27
INT0014414,CUST00715,PROD00031,view,0.05,,1,2025-05-22
INT0014415,CUST00715,PROD00188,view,0.13,,1,2026-04-15
INT0014416,CUST00715,PROD00082,cart,0.731,,1,2026-06-13
INT0014417,CUST00715,PROD00082,view,0.121,,1,2025-03-08
INT0014418,CUST00715,PROD00114,wishlist,0.383,,1,2025-07-13
INT0014419,CUST00715,PROD00206,view,0.128,,1,2025-03-21
INT0014420,CUST00715,PROD00219,purchase,1.0,,1,2026-05-22
INT0014421,CUST00715,PROD00211,wishlist,0.364,,1,2026-07-11
INT0014422,CUST00715,PROD00059,view,0.071,,1,2025-03-16
INT0014423,CUST00715,PROD00081,view,0.11,,1,2026-01-13
INT0014424,CUST00715,PROD00139,cart,0.602,,1,2025-07-13
INT0014425,CUST00715,PROD00082,purchase,1.0,,1,2025-05-12
INT0014426,CUST00715,PROD00096,wishlist,0.427,,1,2026-06-20
INT0014427,CUST00715,PROD00058,view,0.099,,1,2025-06-10
INT0014428,CUST00715,PROD00069,cart,0.757,,1,2026-07-02
INT0014429,CUST00716,PROD00004,rating,0.875,4.0,1,2026-03-13
INT0014430,CUST00716,PROD00016,purchase,1.0,,2,2025-11-23
INT0014431,CUST00716,PROD00138,view,0.116,,1,2025-11-22
INT0014432,CUST00716,PROD00055,view,0.096,,1,2025-02-10
INT0014433,CUST00716,PROD00190,view,0.141,,1,2025-03-03
INT0014434,CUST00716,PROD00090,view,0.152,,1,2026-02-17
INT0014435,CUST00716,PROD00061,cart,0.612,,1,2026-01-09
INT0014436,CUST00716,PROD00111,purchase,1.0,,1,2025-11-26
INT0014437,CUST00716,PROD00096,rating,0.843,3.0,1,2025-02-21
INT0014438,CUST00716,PROD00153,purchase,0.945,,1,2025-08-31
INT0014439,CUST00716,PROD00229,view,0.055,,1,2025-09-24
INT0014440,CUST00716,PROD00228,rating,0.907,5.0,1,2026-01-19
INT0014441,CUST00716,PROD00125,purchase,1.0,,1,2026-04-10
INT0014442,CUST00716,PROD00090,cart,0.679,,1,2025-11-22
INT0014443,CUST00716,PROD00126,view,0.093,,1,2025-11-19
INT0014444,CUST00716,PROD00238,view,0.131,,1,2025-03-19
INT0014445,CUST00716,PROD00055,view,0.138,,1,2025-03-04
INT0014446,CUST00716,PROD00111,view,0.149,,1,2025-08-09
INT0014447,CUST00716,PROD00245,view,0.141,,1,2025-02-25
INT0014448,CUST00716,PROD00221,purchase,0.956,,1,2025-01-26
INT0014449,CUST00716,PROD00093,purchase,0.921,,1,2026-06-05
INT0014450,CUST00716,PROD00081,wishlist,0.454,,1,2025-01-17
INT0014451,CUST00716,PROD00125,cart,0.607,,1,2026-07-22
INT0014452,CUST00716,PROD00233,view,0.099,,1,2025-02-05
INT0014453,CUST00716,PROD00064,purchase,1.0,,2,2025-08-30
INT0014454,CUST00716,PROD00114,purchase,1.0,,1,2026-05-03
INT0014455,CUST00716,PROD00052,view,0.117,,1,2025-03-10
INT0014456,CUST00716,PROD00022,view,0.05,,1,2026-05-04
INT0014457,CUST00716,PROD00041,wishlist,0.354,,1,2026-03-08
INT0014458,CUST00716,PROD00095,purchase,1.0,,2,2025-06-28
INT0014459,CUST00717,PROD00206,cart,0.579,,1,2025-02-04
INT0014460,CUST00717,PROD00162,purchase,1.0,,1,2025-08-11
INT0014461,CUST00717,PROD00106,purchase,0.937,,1,2025-06-27
INT0014462,CUST00718,PROD00181,wishlist,0.388,,1,2025-10-31
INT0014463,CUST00718,PROD00163,view,0.162,,1,2026-07-29
INT0014464,CUST00718,PROD00084,purchase,1.0,,1,2026-01-21
INT0014465,CUST00718,PROD00048,view,0.133,,1,2025-07-26
INT0014466,CUST00718,PROD00013,view,0.088,,1,2025-08-02
INT0014467,CUST00718,PROD00094,purchase,1.0,,1,2026-07-08
INT0014468,CUST00718,PROD00137,purchase,1.0,,1,2025-10-11
INT0014469,CUST00718,PROD00079,purchase,0.912,,1,2025-09-22
INT0014470,CUST00718,PROD00009,view,0.095,,1,2026-05-12
INT0014471,CUST00718,PROD00199,cart,0.659,,1,2025-07-03
INT0014472,CUST00718,PROD00105,view,0.112,,1,2026-04-21
INT0014473,CUST00718,PROD00194,view,0.105,,1,2025-07-25
INT0014474,CUST00718,PROD00143,rating,0.971,4.0,1,2025-10-09
INT0014475,CUST00719,PROD00065,purchase,1.0,,3,2026-04-30
INT0014476,CUST00719,PROD00249,purchase,1.0,,1,2026-07-29
INT0014477,CUST00719,PROD00246,purchase,1.0,,3,2025-12-11
INT0014478,CUST00719,PROD00187,purchase,0.876,,1,2025-06-22
INT0014479,CUST00719,PROD00093,purchase,0.862,,1,2026-05-02
INT0014480,CUST00719,PROD00142,view,0.116,,1,2025-08-24
INT0014481,CUST00719,PROD00182,view,0.121,,1,2026-07-22
INT0014482,CUST00719,PROD00036,wishlist,0.348,,1,2026-05-22
INT0014483,CUST00719,PROD00068,cart,0.641,,1,2025-08-21
INT0014484,CUST00720,PROD00170,view,0.134,,1,2025-12-01
INT0014485,CUST00720,PROD00172,view,0.082,,1,2026-05-17
INT0014486,CUST00720,PROD00040,view,0.068,,1,2026-05-17
INT0014487,CUST00720,PROD00105,wishlist,0.388,,1,2026-01-06
INT0014488,CUST00720,PROD00092,cart,0.681,,1,2025-02-23
INT0014489,CUST00720,PROD00152,wishlist,0.402,,1,2026-01-25
INT0014490,CUST00720,PROD00039,view,0.107,,1,2025-05-31
INT0014491,CUST00720,PROD00116,wishlist,0.397,,1,2025-03-11
INT0014492,CUST00720,PROD00024,view,0.06,,1,2025-11-05
INT0014493,CUST00720,PROD00034,view,0.101,,1,2026-04-15
INT0014494,CUST00720,PROD00176,view,0.11,,1,2025-07-20
INT0014495,CUST00720,PROD00084,cart,0.63,,1,2025-05-12
INT0014496,CUST00720,PROD00110,purchase,0.891,,1,2026-01-02
INT0014497,CUST00720,PROD00136,view,0.072,,1,2026-04-17
INT0014498,CUST00720,PROD00034,cart,0.687,,1,2025-09-19
INT0014499,CUST00720,PROD00235,rating,0.991,5.0,1,2026-07-12
INT0014500,CUST00720,PROD00184,wishlist,0.374,,1,2026-07-14
INT0014501,CUST00720,PROD00122,purchase,0.856,,2,2025-02-14
INT0014502,CUST00720,PROD00143,wishlist,0.343,,1,2026-02-21
INT0014503,CUST00720,PROD00092,view,0.115,,1,2025-05-22
INT0014504,CUST00721,PROD00205,wishlist,0.397,,1,2025-06-21
INT0014505,CUST00721,PROD00194,rating,0.914,4.0,1,2026-05-27
INT0014506,CUST00721,PROD00077,view,0.129,,1,2026-06-08
INT0014507,CUST00721,PROD00016,purchase,1.0,,1,2026-05-10
INT0014508,CUST00721,PROD00075,view,0.121,,1,2025-06-25
INT0014509,CUST00721,PROD00088,view,0.11,,1,2025-09-17
INT0014510,CUST00721,PROD00022,purchase,1.0,,1,2025-11-13
INT0014511,CUST00721,PROD00165,purchase,1.0,,1,2026-03-16
INT0014512,CUST00721,PROD00204,purchase,1.0,,1,2026-03-29
INT0014513,CUST00721,PROD00104,cart,0.563,,1,2025-10-20
INT0014514,CUST00721,PROD00196,rating,0.88,4.0,1,2025-11-23
INT0014515,CUST00721,PROD00089,cart,0.571,,1,2025-07-14
INT0014516,CUST00721,PROD00022,wishlist,0.349,,1,2025-05-05
INT0014517,CUST00721,PROD00150,purchase,0.978,,1,2025-06-25
INT0014518,CUST00721,PROD00072,view,0.05,,1,2025-02-15
INT0014519,CUST00721,PROD00091,purchase,0.944,,1,2026-03-16
INT0014520,CUST00721,PROD00012,view,0.103,,1,2025-05-28
INT0014521,CUST00721,PROD00159,cart,0.545,,1,2025-01-09
INT0014522,CUST00721,PROD00057,wishlist,0.448,,1,2025-06-26
INT0014523,CUST00721,PROD00120,view,0.135,,1,2025-12-11
INT0014524,CUST00721,PROD00171,purchase,1.0,,1,2026-02-19
INT0014525,CUST00721,PROD00161,purchase,1.0,,2,2025-01-05
INT0014526,CUST00721,PROD00064,purchase,1.0,,1,2025-05-23
INT0014527,CUST00721,PROD00194,purchase,1.0,,1,2025-03-28
INT0014528,CUST00721,PROD00205,view,0.152,,1,2025-05-28
INT0014529,CUST00721,PROD00175,purchase,1.0,,1,2025-05-01
INT0014530,CUST00721,PROD00161,view,0.132,,1,2025-10-12
INT0014531,CUST00722,PROD00217,view,0.134,,1,2026-05-30
INT0014532,CUST00722,PROD00230,purchase,0.983,,1,2025-02-21
